	0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	 21	 22	 23	 24	 25	 26	 27	 28	 29	 30	 31	 32	 33	 34	 35	 36	 37	 38	 39	 40	 41	 42	 43	 44	 45	 46	 47	 48	 49	 50	 51	 52	 53	 54	 55	 56	 57	 58	 59	 60	 61	 62	 63	 64	 65	 66	 67	 68	 69	 70	 71	 72	 73	 74	 75	 76	 77	 78	 79	 80	 81	 82	 83	 84	 85	 86	 87	 88	 89	 90	 91	 92	 93	 94	 95	 96	 97	 98	 99	 100	 101	 102	 103	 104	 105	 106	 107	 108	 109	 110	 111	 112	 113	 114	 115	 116	 117	 118	 119	 120	 121	 122	 123	 124	 125	 126	 127	 128	 129	 130	 131	 132	 133	 134	 135	 136	 137	 138	 139	 140	 141	 142	 143	 144	 145	 146	 147	 148	 149	 150	 151	 152	 153	 154	 155	 156	 157	 158	 159	 160	 161	 162	 163	 164	 165	 166	 167	 168	 169	 170	 171	 172	 173	 174	 175	 176	 177	 178	 179	 180	 181	 182	 183	 184	 185	 186	 187	 188	 189	 190	 191	 192	 193	 194	 195	 196	 197	 198	 199	 200	 201	 202	 203	 204	 205	 206	 207	 208	 209	 210	 211	 212	 213	 214	 215	 216	 217	 218	 219	 220	 221	 222	 223	 224	 225	 226	 227	 228	 229	 230	 231	 232	 233	 234	 235	 236	 237	 238	 239	 240	 241	 242	 243	 244	 245	 246	 247	 248	 249	 250	 251	 252	 253	 254	 255
40	 128	 136	 142	 138	 124	 124	 134	 130	 130	 134	 120	 136	 126	 122	 136	 136	 136	 124	 122	 130	 140	 112	 106	 138	 134	 118	 136	 132	 130	 130	 120	 124	 110	 130	 120	 136	 118	 130	 116	 116	 132	 132	 126	 130	 124	 116	 130	 134	 122	 138	 128	 124	 130	 130	 124	 128	 132	 144	 130	 130	 132	 128	 126	 118	 118	 114	 124	 116	 126	 130	 128	 136	 128	 128	 118	 122	 128	 136	 122	 126	 138	 130	 132	 136	 122	 114	 128	 140	 136	 116	 138	 138	 120	 132	 126	 118	 124	 124	 134	 138	 120	 128	 134	 138	 130	 118	 132	 116	 134	 130	 116	 116	 140	 136	 130	 130	 136	 132	 130	 122	 142	 126	 116	 128	 138	 122	 140	 128	 136	 132	 142	 134	 136	 148	 138	 122	 130	 114	 120	 124	 146	 114	 140	 120	 124	 132	 134	 122	 124	 140	 130	 134	 138	 134	 124	 124	 130	 134	 136	 136	 130	 138	 132	 144	 126	 118	 132	 120	 128	 124	 122	 130	 124	 136	 130	 130	 130	 134	 128	 136	 118	 130	 136	 112	 124	 132	 138	 126	 136	 120	 130	 134	 134	 134	 124	 144	 138	 122	 140	 120	 120	 116	 134	 126	 116	 128	 134	 134	 126	 122	 136	 120	 146	 118	 136	 136	 124	 132	 134	 138	 128	 112	 126	 130	 104	 124	 130	 146	 128	 132	 126	 118	 134	 118	 128	 132	 134	 134	 124	 120	 132	 116	 138	 134	 132	 124	 126	 122	 134	 114	 116	 132	 118	 138	 128	 128
41	 128	 124	 134	 118	 122	 138	 140	 128	 130	 118	 120	 136	 120	 136	 114	 126	 134	 122	 140	 140	 120	 120	 122	 118	 136	 124	 134	 126	 126	 134	 112	 124	 130	 118	 132	 132	 136	 120	 142	 122	 124	 120	 134	 134	 118	 118	 140	 112	 120	 132	 130	 130	 118	 134	 132	 120	 138	 134	 132	 124	 116	 124	 122	 126	 126	 118	 144	 132	 136	 124	 110	 126	 120	 136	 138	 142	 118	 122	 132	 140	 132	 116	 126	 130	 126	 130	 108	 132	 134	 134	 136	 132	 140	 120	 138	 130	 132	 124	 138	 134	 138	 134	 124	 124	 126	 110	 124	 120	 128	 140	 130	 138	 138	 122	 128	 124	 128	 124	 146	 122	 132	 132	 122	 126	 126	 130	 136	 128	 116	 132	 138	 126	 146	 118	 116	 124	 130	 122	 128	 116	 116	 136	 134	 134	 138	 130	 136	 124	 136	 124	 130	 114	 120	 128	 134	 146	 130	 142	 148	 116	 130	 138	 124	 128	 124	 128	 122	 122	 120	 120	 130	 134	 126	 130	 132	 124	 120	 120	 130	 134	 130	 118	 144	 136	 134	 134	 136	 132	 132	 128	 130	 138	 130	 126	 124	 132	 120	 128	 118	 122	 120	 124	 122	 114	 122	 130	 120	 148	 136	 140	 114	 122	 134	 126	 116	 128	 134	 138	 128	 128	 120	 136	 142	 122	 124	 136	 130	 130	 126	 126	 128	 132	 146	 134	 136	 136	 136	 136	 130	 142	 130	 134	 128	 128	 124	 140	 134	 130	 120	 124	 142	 118	 126	 134	 136	 116
42	 128	 140	 134	 138	 114	 126	 132	 120	 132	 120	 126	 130	 134	 122	 132	 120	 126	 118	 136	 128	 124	 124	 130	 146	 122	 146	 128	 128	 136	 120	 130	 138	 122	 110	 136	 132	 132	 136	 126	 122	 130	 142	 124	 120	 132	 128	 130	 158	 120	 128	 114	 122	 134	 134	 140	 124	 136	 128	 134	 118	 126	 126	 128	 136	 134	 130	 124	 128	 128	 124	 122	 142	 134	 114	 120	 132	 120	 132	 134	 130	 140	 124	 126	 126	 130	 122	 136	 128	 132	 140	 122	 122	 130	 130	 132	 140	 132	 136	 130	 142	 126	 130	 144	 140	 128	 132	 130	 118	 122	 126	 136	 108	 114	 114	 132	 132	 128	 136	 134	 126	 118	 126	 132	 132	 132	 132	 126	 134	 128	 120	 130	 114	 142	 126	 124	 132	 124	 124	 138	 122	 130	 138	 132	 124	 134	 122	 132	 136	 128	 116	 122	 126	 122	 126	 124	 120	 124	 128	 130	 126	 138	 130	 132	 116	 120	 136	 110	 118	 122	 106	 136	 120	 136	 128	 122	 146	 128	 124	 126	 122	 130	 126	 124	 120	 136	 132	 130	 118	 138	 134	 136	 124	 122	 138	 140	 132	 120	 128	 142	 126	 122	 138	 144	 128	 136	 128	 138	 130	 120	 140	 126	 146	 130	 118	 124	 144	 128	 140	 130	 118	 122	 134	 120	 140	 128	 128	 138	 130	 118	 126	 132	 132	 140	 124	 146	 130	 122	 130	 140	 116	 118	 130	 108	 120	 128	 124	 122	 118	 138	 126	 132	 112	 124	 128	 130	 126
43	 128	 120	 130	 138	 140	 128	 130	 142	 128	 116	 142	 138	 144	 136	 122	 130	 140	 124	 118	 118	 148	 120	 130	 126	 136	 132	 118	 122	 116	 124	 126	 118	 134	 146	 120	 132	 130	 130	 136	 128	 134	 126	 140	 140	 134	 122	 120	 140	 118	 130	 136	 132	 126	 134	 132	 148	 130	 122	 112	 128	 126	 138	 136	 132	 126	 134	 140	 116	 134	 114	 120	 124	 130	 134	 124	 120	 150	 118	 124	 140	 126	 118	 116	 124	 138	 126	 132	 128	 126	 146	 136	 132	 134	 126	 140	 132	 140	 120	 138	 134	 132	 124	 134	 118	 120	 128	 122	 122	 140	 120	 138	 118	 112	 132	 126	 130	 124	 132	 126	 126	 120	 120	 130	 122	 128	 124	 134	 130	 116	 120	 138	 134	 124	 124	 134	 134	 128	 136	 122	 130	 124	 120	 130	 134	 116	 128	 130	 134	 136	 120	 138	 122	 132	 116	 110	 126	 124	 120	 130	 134	 138	 138	 136	 128	 122	 126	 140	 128	 118	 122	 128	 116	 122	 122	 128	 136	 134	 134	 116	 124	 114	 142	 132	 128	 134	 122	 136	 124	 134	 126	 132	 148	 134	 130	 136	 124	 130	 130	 136	 120	 110	 126	 116	 132	 134	 130	 136	 124	 130	 126	 124	 128	 130	 138	 112	 120	 126	 126	 132	 116	 122	 126	 124	 136	 132	 124	 126	 142	 136	 124	 134	 122	 132	 128	 122	 134	 116	 116	 118	 142	 140	 140	 134	 126	 132	 120	 130	 118	 128	 132	 142	 130	 116	 132	 126	 134
44	 128	 124	 122	 134	 134	 134	 116	 124	 130	 118	 120	 132	 128	 128	 122	 122	 130	 122	 140	 124	 144	 116	 126	 130	 128	 120	 118	 126	 134	 130	 128	 132	 132	 136	 130	 134	 122	 130	 148	 116	 134	 122	 120	 116	 116	 132	 130	 130	 134	 142	 124	 124	 132	 120	 134	 122	 140	 124	 134	 134	 130	 134	 120	 132	 130	 138	 136	 128	 132	 144	 134	 122	 132	 124	 126	 142	 134	 138	 124	 128	 132	 128	 122	 126	 134	 126	 136	 144	 130	 134	 124	 128	 132	 124	 122	 138	 122	 130	 132	 140	 132	 128	 114	 134	 148	 132	 138	 130	 126	 122	 136	 116	 140	 128	 126	 122	 134	 134	 140	 124	 138	 110	 120	 124	 132	 124	 134	 118	 114	 134	 116	 120	 132	 124	 122	 138	 128	 132	 126	 138	 122	 138	 140	 124	 144	 128	 114	 106	 138	 134	 128	 124	 130	 138	 128	 120	 116	 128	 118	 122	 122	 118	 128	 140	 124	 124	 142	 134	 136	 140	 114	 126	 130	 130	 136	 136	 128	 128	 126	 118	 122	 134	 132	 128	 122	 122	 124	 124	 124	 144	 138	 134	 120	 128	 126	 118	 118	 114	 136	 124	 126	 126	 120	 128	 140	 136	 130	 126	 134	 114	 124	 128	 132	 124	 134	 142	 128	 124	 138	 134	 126	 126	 116	 124	 132	 140	 142	 134	 138	 118	 152	 124	 130	 122	 136	 136	 136	 124	 114	 134	 122	 126	 124	 136	 128	 128	 134	 134	 116	 144	 114	 126	 138	 106	 124	 116
45	 128	 136	 134	 126	 140	 132	 126	 134	 138	 134	 140	 128	 130	 126	 128	 132	 136	 128	 122	 130	 132	 116	 114	 130	 122	 118	 136	 124	 114	 134	 140	 120	 144	 132	 122	 126	 100	 128	 130	 126	 134	 134	 132	 124	 126	 134	 128	 128	 124	 120	 122	 118	 136	 132	 138	 134	 130	 122	 148	 116	 130	 138	 136	 136	 126	 122	 132	 128	 130	 118	 132	 136	 136	 120	 138	 130	 128	 136	 126	 142	 138	 126	 116	 136	 126	 130	 132	 136	 124	 132	 114	 130	 116	 124	 134	 134	 126	 142	 120	 120	 138	 122	 120	 120	 124	 136	 138	 142	 132	 128	 134	 138	 134	 134	 124	 124	 122	 130	 132	 124	 132	 128	 126	 130	 132	 136	 114	 126	 138	 130	 136	 120	 130	 130	 140	 132	 116	 128	 142	 122	 128	 132	 134	 122	 130	 122	 132	 116	 138	 130	 136	 136	 132	 128	 130	 126	 128	 124	 122	 118	 118	 122	 128	 140	 134	 138	 132	 128	 124	 124	 122	 138	 136	 136	 122	 138	 114	 126	 120	 124	 122	 142	 132	 144	 136	 128	 130	 122	 140	 124	 138	 106	 124	 128	 130	 126	 124	 128	 110	 122	 142	 118	 128	 136	 122	 130	 136	 144	 144	 140	 130	 118	 128	 132	 126	 122	 138	 138	 120	 120	 134	 126	 144	 120	 128	 120	 114	 130	 136	 136	 126	 118	 134	 122	 124	 112	 114	 126	 124	 120	 112	 136	 118	 118	 128	 120	 138	 122	 134	 122	 128	 132	 122	 142	 136	 108
46	 128	 132	 130	 122	 132	 124	 122	 118	 128	 120	 138	 126	 140	 128	 138	 138	 136	 136	 130	 134	 144	 108	 126	 126	 120	 124	 138	 122	 128	 136	 134	 122	 124	 124	 126	 138	 132	 120	 122	 122	 124	 120	 142	 126	 132	 140	 122	 118	 136	 132	 122	 130	 132	 124	 138	 126	 136	 144	 138	 134	 124	 120	 130	 130	 122	 118	 120	 128	 134	 118	 136	 116	 110	 134	 124	 120	 138	 126	 124	 132	 142	 118	 124	 128	 134	 122	 120	 136	 138	 142	 136	 128	 138	 130	 108	 120	 126	 118	 132	 112	 118	 130	 128	 128	 122	 118	 136	 144	 122	 130	 124	 144	 118	 122	 132	 124	 122	 138	 140	 128	 122	 130	 128	 116	 126	 138	 120	 128	 138	 126	 128	 128	 130	 138	 124	 128	 142	 134	 140	 136	 134	 138	 120	 112	 122	 122	 144	 124	 126	 122	 120	 128	 126	 130	 124	 132	 138	 130	 124	 120	 126	 118	 132	 128	 130	 126	 124	 124	 146	 134	 136	 120	 126	 126	 136	 132	 130	 134	 112	 136	 130	 146	 132	 120	 134	 134	 116	 128	 118	 138	 120	 136	 132	 128	 134	 118	 116	 132	 138	 126	 124	 132	 126	 130	 116	 136	 122	 122	 120	 128	 130	 126	 124	 112	 122	 130	 136	 140	 130	 130	 124	 132	 122	 126	 136	 136	 130	 126	 108	 144	 138	 138	 120	 124	 138	 114	 140	 124	 130	 118	 128	 140	 138	 130	 152	 128	 134	 138	 136	 136	 138	 126	 120	 124	 126	 134
47	 128	 120	 138	 126	 142	 118	 140	 120	 132	 116	 118	 122	 134	 118	 124	 136	 134	 142	 124	 136	 144	 128	 122	 134	 134	 142	 116	 136	 124	 124	 126	 130	 136	 128	 122	 134	 122	 122	 128	 124	 128	 120	 130	 134	 134	 134	 108	 128	 126	 134	 116	 136	 116	 140	 126	 122	 130	 130	 136	 124	 132	 116	 126	 122	 134	 134	 120	 124	 120	 128	 134	 138	 118	 126	 112	 132	 132	 116	 138	 126	 116	 132	 114	 126	 146	 146	 124	 128	 136	 120	 126	 130	 122	 122	 124	 120	 122	 138	 124	 136	 144	 128	 126	 130	 134	 118	 136	 124	 136	 136	 134	 130	 128	 144	 134	 122	 122	 130	 124	 112	 128	 120	 134	 122	 126	 126	 128	 132	 114	 130	 144	 124	 132	 124	 134	 146	 110	 126	 132	 136	 132	 124	 126	 130	 140	 124	 118	 138	 130	 130	 128	 140	 124	 132	 142	 130	 126	 118	 116	 128	 122	 130	 120	 116	 120	 112	 122	 126	 122	 138	 136	 132	 140	 124	 126	 114	 140	 132	 126	 130	 134	 134	 140	 128	 128	 136	 130	 126	 118	 118	 124	 120	 128	 120	 134	 130	 134	 126	 120	 124	 136	 144	 134	 122	 138	 130	 116	 128	 130	 138	 132	 136	 124	 124	 138	 126	 134	 134	 144	 132	 132	 140	 138	 126	 132	 132	 130	 126	 134	 142	 128	 108	 136	 112	 134	 146	 134	 118	 128	 124	 134	 118	 136	 124	 132	 132	 130	 126	 134	 118	 136	 116	 136	 136	 118	 138
48	 128	 136	 142	 134	 126	 126	 136	 128	 130	 118	 124	 120	 124	 136	 130	 126	 126	 126	 120	 136	 124	 116	 122	 138	 132	 136	 114	 126	 134	 130	 136	 116	 140	 140	 138	 146	 130	 130	 108	 124	 122	 126	 124	 128	 132	 120	 130	 126	 126	 118	 136	 136	 140	 132	 122	 130	 120	 124	 126	 130	 130	 118	 124	 120	 132	 112	 130	 126	 126	 130	 120	 132	 134	 118	 128	 120	 116	 124	 122	 130	 114	 118	 124	 128	 124	 120	 122	 142	 128	 128	 126	 118	 134	 126	 136	 144	 116	 136	 122	 134	 118	 138	 120	 124	 122	 138	 116	 116	 120	 120	 126	 134	 134	 130	 104	 140	 128	 124	 134	 130	 128	 128	 126	 126	 126	 142	 112	 120	 134	 130	 132	 128	 128	 132	 106	 134	 112	 120	 138	 122	 126	 126	 132	 132	 120	 132	 130	 126	 122	 126	 152	 132	 118	 134	 132	 108	 132	 124	 134	 142	 126	 122	 124	 128	 136	 132	 130	 126	 140	 140	 142	 126	 130	 130	 128	 136	 116	 128	 126	 130	 126	 122	 124	 136	 126	 118	 132	 124	 108	 116	 134	 134	 126	 126	 132	 116	 132	 108	 134	 134	 120	 140	 122	 134	 122	 134	 120	 132	 136	 120	 122	 122	 118	 126	 124	 124	 126	 122	 132	 120	 128	 132	 122	 126	 122	 138	 136	 128	 128	 144	 138	 138	 128	 124	 114	 126	 138	 134	 120	 140	 136	 120	 114	 138	 126	 126	 140	 124	 146	 118	 136	 124	 132	 120	 126	 138
49	 128	 132	 138	 126	 128	 120	 126	 118	 126	 146	 132	 128	 134	 118	 128	 136	 132	 116	 126	 118	 116	 120	 138	 134	 122	 138	 120	 120	 122	 134	 132	 144	 120	 128	 122	 138	 112	 124	 134	 122	 126	 126	 132	 132	 126	 122	 136	 132	 132	 136	 118	 122	 124	 116	 122	 114	 122	 134	 136	 124	 130	 122	 124	 124	 128	 128	 142	 142	 128	 124	 122	 134	 118	 134	 120	 128	 134	 138	 116	 128	 120	 116	 126	 114	 128	 120	 122	 122	 126	 122	 128	 124	 126	 110	 132	 132	 120	 140	 118	 130	 120	 120	 130	 122	 126	 122	 120	 132	 142	 126	 132	 132	 128	 128	 134	 118	 136	 132	 146	 126	 126	 118	 120	 136	 126	 122	 124	 144	 130	 130	 116	 140	 126	 138	 132	 120	 124	 132	 106	 130	 128	 140	 114	 126	 118	 138	 128	 132	 138	 138	 128	 128	 128	 140	 126	 130	 116	 132	 126	 118	 118	 114	 120	 116	 130	 138	 136	 112	 128	 124	 134	 122	 116	 132	 126	 134	 122	 138	 116	 124	 126	 106	 132	 136	 124	 124	 130	 130	 128	 132	 130	 134	 126	 138	 140	 128	 138	 138	 116	 140	 128	 132	 130	 134	 124	 124	 138	 122	 118	 134	 132	 116	 130	 134	 132	 120	 128	 120	 154	 122	 116	 136	 130	 142	 138	 130	 128	 136	 126	 138	 128	 124	 132	 124	 118	 118	 136	 108	 134	 146	 122	 118	 128	 132	 126	 126	 120	 128	 116	 128	 126	 122	 128	 136	 142	 134
50	 128	 128	 118	 122	 124	 124	 110	 130	 116	 124	 122	 126	 124	 116	 142	 130	 128	 120	 130	 134	 120	 128	 126	 130	 132	 132	 126	 146	 120	 136	 118	 122	 124	 136	 142	 126	 132	 120	 138	 130	 108	 120	 118	 126	 144	 132	 126	 126	 132	 128	 130	 138	 112	 132	 122	 122	 132	 128	 130	 114	 124	 128	 134	 142	 124	 116	 138	 126	 128	 120	 130	 118	 132	 140	 130	 142	 140	 132	 126	 138	 112	 136	 130	 126	 128	 136	 126	 138	 120	 128	 130	 134	 124	 148	 130	 134	 112	 124	 122	 130	 128	 132	 134	 118	 140	 128	 126	 118	 128	 140	 110	 126	 124	 128	 138	 146	 112	 124	 130	 130	 136	 116	 134	 142	 144	 116	 130	 130	 126	 130	 128	 144	 118	 122	 132	 132	 122	 126	 124	 116	 110	 130	 124	 132	 110	 130	 132	 124	 130	 118	 124	 132	 130	 134	 128	 128	 114	 118	 132	 132	 114	 130	 128	 124	 134	 126	 120	 124	 130	 122	 120	 132	 130	 130	 124	 128	 130	 122	 132	 128	 138	 138	 120	 124	 138	 122	 124	 136	 126	 134	 140	 128	 122	 142	 132	 124	 122	 126	 136	 112	 130	 126	 140	 132	 134	 130	 132	 108	 126	 138	 116	 124	 122	 118	 124	 116	 126	 130	 124	 132	 126	 114	 136	 112	 126	 134	 132	 144	 122	 138	 140	 112	 130	 122	 128	 116	 130	 130	 124	 120	 130	 122	 116	 136	 130	 130	 120	 132	 142	 134	 128	 124	 114	 130	 136	 124
51	 128	 116	 134	 134	 130	 130	 116	 136	 132	 124	 122	 134	 134	 130	 120	 128	 134	 118	 132	 128	 132	 128	 118	 134	 126	 122	 132	 116	 124	 140	 134	 130	 136	 132	 138	 130	 142	 134	 132	 128	 140	 116	 118	 130	 122	 134	 120	 128	 130	 114	 124	 136	 116	 112	 122	 122	 138	 126	 132	 124	 132	 124	 138	 126	 136	 132	 114	 130	 134	 134	 124	 120	 128	 112	 114	 110	 134	 130	 132	 132	 126	 142	 144	 132	 144	 132	 118	 118	 122	 134	 124	 132	 116	 124	 138	 134	 140	 120	 130	 130	 118	 134	 128	 140	 124	 116	 130	 134	 118	 138	 128	 120	 126	 134	 124	 136	 124	 120	 134	 142	 130	 142	 120	 128	 112	 120	 130	 126	 138	 138	 116	 128	 136	 124	 126	 118	 122	 126	 132	 124	 112	 128	 134	 114	 132	 120	 134	 134	 126	 134	 148	 128	 120	 136	 130	 134	 122	 134	 120	 128	 122	 130	 120	 124	 124	 136	 126	 126	 130	 118	 136	 128	 132	 132	 126	 138	 120	 124	 110	 142	 134	 126	 120	 132	 132	 124	 138	 134	 130	 134	 116	 132	 114	 130	 144	 132	 140	 120	 118	 126	 126	 130	 132	 132	 120	 128	 122	 134	 132	 128	 138	 122	 130	 122	 124	 128	 116	 124	 122	 142	 130	 126	 140	 124	 126	 126	 128	 132	 116	 112	 122	 114	 122	 102	 124	 132	 120	 120	 126	 130	 124	 128	 134	 126	 118	 134	 124	 120	 124	 148	 126	 130	 110	 122	 108	 140
52	 128	 124	 122	 122	 132	 132	 114	 126	 130	 134	 132	 116	 130	 130	 112	 132	 140	 136	 126	 134	 136	 136	 134	 138	 114	 134	 140	 132	 122	 122	 120	 116	 122	 122	 132	 120	 130	 126	 128	 104	 132	 124	 126	 130	 128	 140	 118	 134	 134	 126	 120	 140	 134	 122	 132	 124	 140	 124	 126	 146	 128	 116	 134	 134	 132	 132	 130	 126	 132	 120	 126	 134	 126	 142	 132	 136	 130	 126	 124	 132	 124	 132	 130	 126	 124	 104	 134	 142	 138	 114	 120	 124	 142	 130	 120	 112	 126	 130	 124	 124	 130	 130	 124	 128	 120	 124	 134	 110	 136	 128	 122	 126	 126	 146	 116	 124	 130	 130	 124	 136	 148	 136	 138	 138	 116	 124	 118	 130	 124	 120	 126	 134	 124	 132	 130	 126	 114	 118	 132	 124	 118	 142	 116	 136	 132	 136	 142	 118	 124	 124	 130	 126	 126	 122	 120	 112	 122	 138	 120	 124	 130	 122	 132	 120	 126	 138	 132	 132	 120	 120	 114	 134	 128	 124	 118	 126	 122	 114	 132	 144	 126	 122	 132	 124	 124	 124	 142	 106	 124	 120	 130	 130	 136	 128	 134	 130	 124	 144	 118	 134	 126	 134	 124	 128	 126	 138	 128	 128	 124	 116	 130	 134	 144	 132	 122	 130	 118	 142	 124	 136	 134	 146	 120	 128	 126	 130	 124	 132	 126	 118	 120	 124	 124	 144	 130	 130	 128	 112	 122	 126	 138	 118	 112	 136	 122	 122	 132	 136	 132	 128	 130	 130	 120	 128	 114	 118
53	 128	 136	 130	 126	 118	 126	 124	 136	 134	 138	 120	 136	 124	 128	 122	 122	 122	 126	 136	 128	 128	 132	 138	 130	 128	 136	 142	 130	 118	 110	 120	 124	 110	 142	 120	 124	 128	 144	 126	 130	 128	 124	 130	 138	 130	 142	 128	 136	 132	 136	 122	 130	 126	 130	 128	 136	 126	 134	 140	 128	 136	 128	 122	 126	 124	 128	 118	 134	 138	 118	 136	 112	 130	 130	 116	 136	 136	 128	 134	 130	 134	 126	 132	 136	 132	 116	 126	 122	 124	 120	 146	 130	 114	 134	 124	 132	 134	 130	 120	 144	 136	 140	 126	 110	 112	 120	 130	 126	 122	 122	 120	 124	 124	 116	 114	 134	 134	 134	 120	 116	 126	 138	 132	 132	 128	 116	 122	 130	 116	 124	 126	 122	 118	 126	 100	 128	 130	 142	 132	 108	 132	 128	 130	 122	 134	 130	 116	 100	 136	 132	 130	 130	 124	 132	 130	 134	 126	 134	 120	 140	 118	 126	 128	 140	 124	 132	 138	 118	 136	 116	 130	 138	 142	 138	 132	 124	 124	 144	 122	 114	 122	 126	 132	 124	 126	 126	 124	 120	 140	 124	 126	 122	 120	 116	 130	 122	 122	 126	 120	 120	 126	 126	 136	 124	 136	 112	 126	 122	 114	 138	 136	 124	 116	 132	 134	 130	 128	 132	 134	 126	 122	 134	 132	 116	 126	 138	 120	 112	 124	 128	 122	 138	 128	 128	 114	 134	 134	 126	 116	 128	 140	 140	 130	 142	 130	 122	 132	 120	 126	 122	 140	 124	 124	 128	 126	 134
54	 128	 136	 130	 130	 130	 126	 136	 124	 128	 124	 110	 138	 126	 118	 120	 128	 126	 134	 112	 128	 140	 136	 138	 126	 134	 138	 132	 120	 120	 120	 122	 138	 118	 126	 132	 124	 120	 124	 130	 118	 142	 138	 128	 132	 124	 124	 130	 122	 128	 120	 110	 134	 110	 130	 128	 132	 128	 116	 114	 126	 114	 138	 144	 128	 124	 124	 130	 122	 134	 122	 128	 124	 120	 116	 138	 134	 118	 142	 116	 108	 138	 122	 120	 112	 136	 124	 130	 126	 118	 138	 128	 132	 128	 128	 126	 126	 126	 118	 120	 128	 136	 124	 142	 130	 138	 126	 120	 116	 136	 128	 138	 138	 128	 120	 130	 122	 126	 130	 132	 136	 124	 120	 130	 118	 118	 134	 120	 144	 132	 140	 130	 130	 130	 118	 132	 128	 128	 132	 130	 134	 138	 130	 136	 128	 122	 138	 128	 136	 124	 136	 126	 130	 118	 122	 128	 132	 124	 132	 138	 130	 130	 138	 124	 132	 128	 124	 150	 130	 126	 130	 132	 128	 136	 136	 114	 138	 124	 124	 126	 126	 126	 130	 116	 120	 136	 124	 118	 130	 126	 126	 120	 128	 132	 132	 134	 110	 130	 126	 120	 124	 124	 144	 130	 134	 126	 150	 128	 120	 114	 122	 132	 116	 124	 128	 138	 134	 146	 134	 120	 124	 136	 128	 130	 106	 102	 142	 124	 116	 116	 128	 118	 114	 134	 130	 120	 124	 136	 144	 126	 126	 128	 128	 118	 134	 122	 126	 132	 136	 120	 132	 122	 142	 126	 118	 124	 124
55	 128	 140	 118	 130	 128	 124	 114	 134	 120	 116	 130	 134	 128	 124	 110	 122	 132	 124	 118	 118	 136	 128	 126	 134	 112	 136	 118	 142	 116	 124	 134	 134	 130	 114	 116	 108	 130	 130	 120	 136	 142	 126	 140	 124	 142	 126	 120	 128	 118	 130	 132	 128	 130	 126	 124	 128	 134	 114	 128	 132	 122	 134	 104	 116	 132	 136	 122	 126	 136	 132	 114	 134	 136	 124	 138	 134	 124	 136	 138	 134	 116	 132	 118	 126	 124	 132	 122	 130	 132	 116	 114	 114	 132	 140	 134	 118	 134	 134	 112	 136	 114	 138	 136	 128	 134	 118	 132	 132	 122	 130	 124	 140	 118	 130	 124	 120	 142	 130	 136	 132	 130	 126	 124	 112	 122	 126	 128	 132	 132	 128	 134	 122	 128	 124	 142	 122	 124	 136	 122	 118	 136	 132	 138	 126	 116	 132	 130	 114	 124	 124	 126	 134	 128	 128	 122	 130	 128	 128	 134	 134	 134	 134	 124	 140	 130	 130	 124	 116	 138	 122	 116	 124	 126	 126	 132	 116	 134	 122	 120	 132	 134	 122	 132	 136	 142	 130	 132	 136	 126	 130	 120	 116	 132	 120	 118	 130	 140	 120	 130	 126	 136	 124	 126	 130	 120	 132	 122	 126	 128	 120	 126	 134	 116	 132	 126	 134	 112	 136	 130	 114	 100	 116	 138	 138	 134	 134	 132	 132	 118	 142	 128	 128	 126	 110	 136	 128	 126	 134	 124	 132	 146	 134	 124	 136	 134	 130	 132	 144	 118	 138	 124	 128	 130	 126	 132	 120
56	 128	 116	 130	 134	 120	 120	 126	 126	 116	 124	 126	 126	 120	 124	 126	 122	 120	 152	 134	 126	 144	 132	 114	 142	 120	 124	 126	 130	 124	 132	 126	 134	 104	 136	 126	 126	 120	 132	 130	 158	 128	 124	 126	 130	 132	 124	 126	 126	 116	 128	 126	 114	 132	 132	 130	 122	 128	 136	 114	 138	 132	 112	 130	 126	 136	 112	 138	 130	 140	 128	 130	 134	 124	 128	 118	 130	 124	 124	 130	 122	 124	 136	 138	 126	 128	 144	 130	 122	 116	 140	 122	 114	 132	 144	 134	 130	 144	 124	 134	 130	 132	 124	 110	 118	 136	 120	 134	 126	 128	 140	 122	 126	 128	 128	 122	 130	 132	 136	 130	 142	 116	 120	 134	 138	 140	 132	 122	 130	 138	 130	 120	 120	 142	 138	 128	 132	 134	 114	 140	 120	 134	 134	 120	 136	 134	 138	 128	 116	 130	 130	 112	 128	 126	 118	 128	 128	 150	 122	 132	 128	 134	 130	 120	 140	 130	 130	 136	 128	 134	 126	 128	 136	 118	 130	 124	 136	 134	 142	 124	 132	 122	 126	 132	 136	 122	 110	 120	 132	 130	 130	 124	 132	 130	 134	 144	 124	 130	 138	 132	 132	 126	 126	 116	 132	 138	 126	 124	 128	 138	 130	 132	 124	 130	 134	 112	 132	 138	 126	 140	 136	 126	 142	 140	 132	 126	 126	 128	 136	 126	 130	 116	 112	 126	 130	 136	 124	 130	 122	 120	 128	 130	 134	 120	 124	 106	 122	 132	 132	 142	 134	 124	 124	 138	 126	 132	 128
